"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"10412500"	"0.68224"	"2.61e-01"	"1.20"	"-5.10366"	"1.44e-01"	""	""
"10382271"	"0.68229"	"2.61e-01"	"-1.20"	"-5.10388"	"-1.83e-01"	"Arsg"	"arylsulfatase G"
"10343705"	"0.68229"	"2.61e-01"	"1.20"	"-5.10391"	"3.16e-01"	""	""
"10339354"	"0.68229"	"2.61e-01"	"1.20"	"-5.10393"	"2.07e-01"	""	""
"10536494"	"0.68229"	"2.61e-01"	"1.20"	"-5.10396"	"3.92e-01"	"Cav2"	"caveolin 2"
"10429699"	"0.68229"	"2.61e-01"	"1.20"	"-5.10396"	"1.90e-01"	"Scrib"	"scribbled planar cell polarity"
"10343322"	"0.6823"	"2.61e-01"	"-1.20"	"-5.10403"	"-2.75e-01"	""	""
"10435514"	"0.68251"	"2.61e-01"	"1.20"	"-5.10431"	"1.54e-01"	"Ildr1"	"immunoglobulin-like domain containing receptor 1"
"10391025"	"0.68268"	"2.62e-01"	"1.19"	"-5.10454"	"4.15e-01"	"Krt15"	"keratin 15"
"10385774"	"0.68275"	"2.62e-01"	"-1.19"	"-5.10472"	"-4.47e-01"	"Olfr1380///Olfr1371///Olfr1381///Olfr1382///Olfr1373"	"olfactory receptor 1380///olfactory receptor 1371///olfactory receptor 1381///olfactory receptor 1382///olfactory receptor 1373"
"10460879"	"0.68275"	"2.62e-01"	"1.19"	"-5.10484"	"1.71e-01"	"Men1"	"multiple endocrine neoplasia 1"
"10544642"	"0.68275"	"2.62e-01"	"-1.19"	"-5.10489"	"-1.49e-01"	""	""
"10404941"	"0.68275"	"2.62e-01"	"1.19"	"-5.10501"	"1.64e-01"	"Kdm1b"	"lysine (K)-specific demethylase 1B"
"10541968"	"0.68275"	"2.62e-01"	"-1.19"	"-5.10503"	"-1.50e-01"	"Ano2"	"anoctamin 2"
"10490672"	"0.68275"	"2.62e-01"	"1.19"	"-5.10507"	"1.71e-01"	"Arfrp1"	"ADP-ribosylation factor related protein 1"
"10459512"	"0.68275"	"2.62e-01"	"-1.19"	"-5.10508"	"-3.15e-01"	"Mc4r"	"melanocortin 4 receptor"
"10588226"	"0.68275"	"2.62e-01"	"1.19"	"-5.10509"	"1.94e-01"	"Amotl2"	"angiomotin-like 2"
"10397081"	"0.68275"	"2.62e-01"	"-1.19"	"-5.1051"	"-2.11e-01"	"Rbm25"	"RNA binding motif protein 25"
"10341196"	"0.68275"	"2.62e-01"	"-1.19"	"-5.10514"	"-4.89e-01"	""	""
"10600148"	"0.68275"	"2.62e-01"	"-1.19"	"-5.1052"	"-1.93e-01"	"DXBay18///Gm14685///Gm5936"	"DNA segment, Chr X, Baylor 18///predicted gene 14685///predicted gene 5936"
"10341486"	"0.68275"	"2.62e-01"	"1.19"	"-5.10529"	"1.23e-01"	""	""
"10474656"	"0.68275"	"2.62e-01"	"-1.19"	"-5.10542"	"-1.36e-01"	"Tmco5"	"transmembrane and coiled-coil domains 5"
"10439583"	"0.68275"	"2.62e-01"	"-1.19"	"-5.10543"	"-1.25e-01"	"Sidt1"	"SID1 transmembrane family, member 1"
"10494306"	"0.68275"	"2.62e-01"	"1.19"	"-5.10543"	"1.37e-01"	"Mcl1"	"myeloid cell leukemia sequence 1"
"10582146"	"0.68275"	"2.62e-01"	"-1.19"	"-5.10545"	"-2.64e-01"	"Kcng4"	"potassium voltage-gated channel, subfamily G, member 4"
"10496919"	"0.68279"	"2.62e-01"	"-1.19"	"-5.10561"	"-1.47e-01"	"Usp33"	"ubiquitin specific peptidase 33"
"10394054"	"0.68279"	"2.62e-01"	"1.19"	"-5.10564"	"2.43e-01"	"Cd7"	"CD7 antigen"
"10422013"	"0.68279"	"2.62e-01"	"1.19"	"-5.10578"	"1.67e-01"	"Klf12"	"Kruppel-like factor 12"
"10433484"	"0.68279"	"2.62e-01"	"-1.19"	"-5.10581"	"-2.10e-01"	""	""
"10341348"	"0.68279"	"2.62e-01"	"1.19"	"-5.1059"	"3.87e-01"	""	""
"10461108"	"0.68279"	"2.62e-01"	"1.19"	"-5.10594"	"1.70e-01"	"Iscu"	"iron-sulfur cluster assembly enzyme"
"10491958"	"0.68279"	"2.62e-01"	"-1.19"	"-5.10597"	"-2.03e-01"	"Gm10729"	"predicted gene 10729"
"10406530"	"0.68279"	"2.62e-01"	"1.19"	"-5.10606"	"1.38e-01"	"Tmem167"	"transmembrane protein 167"
"10414192"	"0.68279"	"2.62e-01"	"1.19"	"-5.10609"	"2.97e-01"	"Mat1a"	"methionine adenosyltransferase I, alpha"
"10464877"	"0.68279"	"2.62e-01"	"1.19"	"-5.10609"	"1.74e-01"	"Dpp3"	"dipeptidylpeptidase 3"
"10571884"	"0.68279"	"2.62e-01"	"-1.19"	"-5.10609"	"-1.53e-01"	""	""
"10548951"	"0.68279"	"2.62e-01"	"1.19"	"-5.10612"	"1.67e-01"	"Rergl"	"RERG/RAS-like"
"10366192"	"0.6828"	"2.62e-01"	"-1.19"	"-5.10619"	"-2.56e-01"	""	""
"10343327"	"0.68285"	"2.62e-01"	"1.19"	"-5.1063"	"3.51e-01"	""	""
"10597098"	"0.68287"	"2.62e-01"	"-1.19"	"-5.10649"	"-2.12e-01"	"Camp"	"cathelicidin antimicrobial peptide"
"10497372"	"0.68287"	"2.62e-01"	"-1.19"	"-5.1065"	"-1.95e-01"	"Gm5150"	"predicted gene 5150"
"10338227"	"0.68287"	"2.62e-01"	"1.19"	"-5.10651"	"2.59e-01"	""	""
"10469503"	"0.68287"	"2.62e-01"	"-1.19"	"-5.10658"	"-2.27e-01"	""	""
"10474335"	"0.68287"	"2.62e-01"	"-1.19"	"-5.10658"	"-1.75e-01"	""	""
"10515649"	"0.6829"	"2.62e-01"	"1.19"	"-5.10666"	"1.58e-01"	"Szt2"	"seizure threshold 2"
"10344400"	"0.6829"	"2.62e-01"	"-1.19"	"-5.10672"	"-2.31e-01"	""	""
"10603627"	"0.68294"	"2.62e-01"	"1.19"	"-5.10681"	"1.90e-01"	"Bcor"	"BCL6 interacting corepressor"
"10372891"	"0.68299"	"2.62e-01"	"1.19"	"-5.10691"	"1.19e-01"	"Srgap1"	"SLIT-ROBO Rho GTPase activating protein 1"
"10517508"	"0.68301"	"2.62e-01"	"1.19"	"-5.107"	"3.12e-01"	"C1qb"	"complement component 1, q subcomponent, beta polypeptide"
"10520869"	"0.68301"	"2.62e-01"	"-1.19"	"-5.10704"	"-1.44e-01"	"Plb1"	"phospholipase B1"
"10531370"	"0.68311"	"2.63e-01"	"1.19"	"-5.10727"	"2.86e-01"	"Naaa"	"N-acylethanolamine acid amidase"
"10488090"	"0.68311"	"2.63e-01"	"-1.19"	"-5.10732"	"-1.61e-01"	"Tasp1"	"taspase, threonine aspartase 1"
"10414468"	"0.68311"	"2.63e-01"	"-1.19"	"-5.10735"	"-1.65e-01"	"Olfr727"	"olfactory receptor 727"
"10342578"	"0.68311"	"2.63e-01"	"1.19"	"-5.10745"	"2.95e-01"	""	""
"10383345"	"0.68311"	"2.63e-01"	"-1.19"	"-5.10745"	"-1.70e-01"	"Fscn2"	"fascin actin-bundling protein 2"
"10478926"	"0.68311"	"2.63e-01"	"-1.19"	"-5.10751"	"-1.39e-01"	"1700101G07Rik"	"RIKEN cDNA 1700101G07 gene"
"10399505"	"0.68311"	"2.63e-01"	"-1.19"	"-5.10752"	"-1.70e-01"	"Greb1"	"gene regulated by estrogen in breast cancer protein"
"10600568"	"0.68331"	"2.63e-01"	"-1.19"	"-5.10792"	"-2.09e-01"	"Gm14744///5430402E10Rik"	"predicted gene 14744///RIKEN cDNA 5430402E10 gene"
"10566264"	"0.68331"	"2.63e-01"	"-1.19"	"-5.10793"	"-2.77e-01"	"Hbb-bh2"	"hemoglobin beta, bh2"
"10400639"	"0.68331"	"2.63e-01"	"1.19"	"-5.10794"	"1.75e-01"	"Dnaaf2///Rpl36al"	"dynein, axonemal assembly factor 2///ribosomal protein L36A-like"
"10580577"	"0.68331"	"2.63e-01"	"1.19"	"-5.10798"	"1.52e-01"	"Irx3"	"Iroquois related homeobox 3"
"10341260"	"0.68331"	"2.63e-01"	"-1.19"	"-5.10798"	"-2.35e-01"	""	""
"10563558"	"0.68332"	"2.63e-01"	"-1.19"	"-5.10821"	"-1.41e-01"	"Sergef"	"secretion regulating guanine nucleotide exchange factor"
"10449989"	"0.68332"	"2.63e-01"	"1.19"	"-5.10828"	"1.47e-01"	"Zfp422"	"zinc finger protein 422"
"10444800"	"0.68332"	"2.63e-01"	"1.19"	"-5.10831"	"1.18e-01"	"Nhp2l1"	"NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae)"
"10520419"	"0.68332"	"2.63e-01"	"1.19"	"-5.10834"	"1.38e-01"	"Ube3c"	"ubiquitin protein ligase E3C"
"10344045"	"0.68332"	"2.63e-01"	"1.19"	"-5.10838"	"3.23e-01"	""	""
"10343838"	"0.68332"	"2.63e-01"	"-1.19"	"-5.10845"	"-4.33e-01"	""	""
"10343417"	"0.68332"	"2.63e-01"	"1.19"	"-5.10848"	"2.44e-01"	""	""
"10383785"	"0.68332"	"2.63e-01"	"-1.19"	"-5.10853"	"-1.40e-01"	"4921536K21Rik"	"RIKEN cDNA 4921536K21 gene"
"10578757"	"0.68332"	"2.63e-01"	"-1.19"	"-5.10856"	"-1.35e-01"	""	""
"10411229"	"0.68332"	"2.63e-01"	"1.19"	"-5.10856"	"1.97e-01"	"F2r"	"coagulation factor II (thrombin) receptor"
"10570754"	"0.68332"	"2.63e-01"	"-1.19"	"-5.10857"	"-1.38e-01"	"Defb35"	"defensin beta 35"
"10442370"	"0.68333"	"2.63e-01"	"-1.19"	"-5.10869"	"-2.32e-01"	"Dcpp1"	"demilune cell and parotid protein 1"
"10608193"	"0.68333"	"2.63e-01"	"-1.19"	"-5.10869"	"-2.09e-01"	"Sry"	"sex determining region of Chr Y"
"10537803"	"0.68334"	"2.63e-01"	"-1.19"	"-5.10881"	"-2.76e-01"	"Olfr448"	"olfactory receptor 448"
"10399459"	"0.68334"	"2.63e-01"	"-1.19"	"-5.10891"	"-1.64e-01"	""	""
"10343318"	"0.68334"	"2.63e-01"	"1.19"	"-5.10893"	"1.48e-01"	""	""
"10344297"	"0.68334"	"2.63e-01"	"1.19"	"-5.10902"	"3.94e-01"	""	""
"10398483"	"0.68334"	"2.63e-01"	"1.19"	"-5.10903"	"1.62e-01"	"Dync1h1"	"dynein cytoplasmic 1 heavy chain 1"
"10367598"	"0.68334"	"2.63e-01"	"-1.19"	"-5.10909"	"-2.85e-01"	"Gm10097"	"predicted gene 10097"
"10600536"	"0.68334"	"2.63e-01"	"-1.19"	"-5.10911"	"-2.36e-01"	"Cldn34b3///Cldn34b3"	"claudin 34B3///claudin 34B3"
"10454235"	"0.68334"	"2.63e-01"	"-1.19"	"-5.10915"	"-1.46e-01"	"Asxl3"	"additional sex combs like 3 (Drosophila)"
"10400045"	"0.68334"	"2.63e-01"	"-1.19"	"-5.10917"	"-1.24e-01"	"Lrrc72"	"leucine rich repeat containing 72"
"10350896"	"0.68337"	"2.63e-01"	"-1.19"	"-5.10937"	"-1.53e-01"	"Astn1"	"astrotactin 1"
"10371265"	"0.68337"	"2.63e-01"	"-1.19"	"-5.1094"	"-1.25e-01"	"Rpl23a"	"ribosomal protein L23A"
"10371275"	"0.68337"	"2.63e-01"	"-1.19"	"-5.1094"	"-1.25e-01"	"Rpl23a"	"ribosomal protein L23A"
"10451784"	"0.68337"	"2.63e-01"	"-1.19"	"-5.10941"	"-1.30e-01"	"Kcnh8"	"potassium voltage-gated channel, subfamily H (eag-related), member 8"
"10386604"	"0.68344"	"2.63e-01"	"1.19"	"-5.10954"	"1.19e-01"	"Shmt1"	"serine hydroxymethyltransferase 1 (soluble)"
"10482133"	"0.68348"	"2.63e-01"	"-1.19"	"-5.10963"	"-2.02e-01"	"Olfr361"	"olfactory receptor 361"
"10597748"	"0.68349"	"2.63e-01"	"1.19"	"-5.10969"	"1.28e-01"	"Gorasp1"	"golgi reassembly stacking protein 1"
"10339093"	"0.68351"	"2.63e-01"	"1.19"	"-5.10977"	"3.39e-01"	""	""
"10344537"	"0.68351"	"2.63e-01"	"-1.19"	"-5.10983"	"-2.92e-01"	""	""
"10339599"	"0.68351"	"2.64e-01"	"-1.19"	"-5.10987"	"-3.29e-01"	""	""
"10539665"	"0.68359"	"2.64e-01"	"-1.19"	"-5.11001"	"-1.97e-01"	"Figla"	"folliculogenesis specific basic helix-loop-helix"
"10540507"	"0.6836"	"2.64e-01"	"1.19"	"-5.11006"	"1.37e-01"	"Gm2099///Gm12657///H3f3a///H3f3a"	"predicted gene 2099///predicted gene 12657///H3 histone, family 3A///H3 histone, family 3A"
"10601768"	"0.68361"	"2.64e-01"	"-1.19"	"-5.11013"	"-1.62e-01"	"Armcx4"	"armadillo repeat containing, X-linked 4"
"10568202"	"0.68361"	"2.64e-01"	"-1.19"	"-5.11018"	"-1.34e-01"	"Sept1"	"septin 1"
"10552252"	"0.68362"	"2.64e-01"	"1.19"	"-5.11029"	"1.61e-01"	"1600014C10Rik"	"RIKEN cDNA 1600014C10 gene"
"10343953"	"0.68362"	"2.64e-01"	"-1.19"	"-5.11042"	"-2.27e-01"	""	""
"10409486"	"0.68362"	"2.64e-01"	"1.19"	"-5.11043"	"2.30e-01"	"Pdlim7"	"PDZ and LIM domain 7"
"10354739"	"0.68362"	"2.64e-01"	"-1.19"	"-5.11047"	"-2.07e-01"	"Atp5l"	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G"
"10580957"	"0.68362"	"2.64e-01"	"1.19"	"-5.11048"	"1.53e-01"	"Slc38a7"	"solute carrier family 38, member 7"
"10462346"	"0.68362"	"2.64e-01"	"1.19"	"-5.11051"	"2.40e-01"	"Rcl1"	"RNA terminal phosphate cyclase-like 1"
"10422944"	"0.68363"	"2.64e-01"	"1.19"	"-5.11057"	"1.65e-01"	"AW557046"	"expressed sequence AW557046"
"10386723"	"0.68377"	"2.64e-01"	"1.19"	"-5.11077"	"1.30e-01"	"Mapk7"	"mitogen-activated protein kinase 7"
"10366524"	"0.68379"	"2.64e-01"	"-1.19"	"-5.11084"	"-2.13e-01"	"D630029K05Rik"	"RIKEN cDNA D630029K05 gene"
"10355893"	"0.68387"	"2.64e-01"	"1.19"	"-5.11099"	"1.70e-01"	"Epha4"	"Eph receptor A4"
"10354737"	"0.68387"	"2.64e-01"	"-1.19"	"-5.11104"	"-1.42e-01"	""	""
"10603453"	"0.68387"	"2.64e-01"	"1.19"	"-5.11108"	"1.27e-01"	"Wdr13"	"WD repeat domain 13"
"10410984"	"0.68396"	"2.64e-01"	"1.19"	"-5.11128"	"1.92e-01"	"Ckmt2"	"creatine kinase, mitochondrial 2"
"10607059"	"0.68396"	"2.64e-01"	"-1.19"	"-5.11128"	"-2.38e-01"	"Irs4"	"insulin receptor substrate 4"
"10432923"	"0.68396"	"2.64e-01"	"1.19"	"-5.11135"	"1.62e-01"	"Spryd3"	"SPRY domain containing 3"
"10424392"	"0.68396"	"2.64e-01"	"-1.19"	"-5.11138"	"-1.70e-01"	"9930014A18Rik"	"RIKEN cDNA 9930014A18 gene"
"10469083"	"0.68397"	"2.64e-01"	"-1.19"	"-5.11145"	"-1.50e-01"	"Upf2"	"UPF2 regulator of nonsense transcripts homolog (yeast)"
"10469801"	"0.68404"	"2.64e-01"	"-1.19"	"-5.11158"	"-2.12e-01"	"Il1f5"	"interleukin 1 family, member 5 (delta)"
"10392476"	"0.68406"	"2.64e-01"	"-1.19"	"-5.11171"	"-1.57e-01"	"1700012B07Rik"	"RIKEN cDNA 1700012B07 gene"
"10343777"	"0.68406"	"2.64e-01"	"1.19"	"-5.11181"	"3.81e-01"	""	""
"10381006"	"0.68406"	"2.64e-01"	"1.19"	"-5.11188"	"1.90e-01"	"Thra"	"thyroid hormone receptor alpha"
"10424804"	"0.68406"	"2.64e-01"	"1.19"	"-5.11194"	"2.29e-01"	"Exosc4"	"exosome component 4"
"10533549"	"0.68406"	"2.64e-01"	"1.19"	"-5.11204"	"1.82e-01"	"Anapc5"	"anaphase-promoting complex subunit 5"
"10339048"	"0.68406"	"2.64e-01"	"-1.19"	"-5.11207"	"-3.97e-01"	""	""
"10481378"	"0.68406"	"2.64e-01"	"-1.19"	"-5.1121"	"-1.97e-01"	"Gm3088///Mir219a-2"	"predicted gene 3088///microRNA 219a-2"
"10355514"	"0.68406"	"2.64e-01"	"1.19"	"-5.11213"	"2.64e-01"	"Tns1"	"tensin 1"
"10569335"	"0.68406"	"2.64e-01"	"1.19"	"-5.11213"	"6.89e-01"	""	""
"10362310"	"0.68406"	"2.64e-01"	"1.19"	"-5.11215"	"1.45e-01"	"Ube2l3"	"ubiquitin-conjugating enzyme E2L 3"
"10342133"	"0.68406"	"2.64e-01"	"1.19"	"-5.11217"	"4.34e-01"	""	""
"10545881"	"0.6841"	"2.64e-01"	"1.19"	"-5.11227"	"1.13e-01"	"Nat8f2"	"N-acetyltransferase 8 (GCN5-related) family member 2"
"10597377"	"0.68416"	"2.64e-01"	"-1.19"	"-5.11238"	"-1.43e-01"	"Fbxl2"	"F-box and leucine-rich repeat protein 2"
"10433262"	"0.68417"	"2.64e-01"	"-1.19"	"-5.11248"	"-1.34e-01"	"Gm5766///Rpl7a"	"ribosomal protein L7a pseudogene///ribosomal protein L7A"
"10528198"	"0.68417"	"2.64e-01"	"-1.19"	"-5.11249"	"-2.86e-01"	""	""
"10462752"	"0.68418"	"2.64e-01"	"1.19"	"-5.11255"	"1.52e-01"	"Btaf1"	"B-TFIID TATA-box binding protein associated factor 1"
"10572722"	"0.68422"	"2.65e-01"	"1.19"	"-5.11275"	"2.06e-01"	""	""
"10500295"	"0.68422"	"2.65e-01"	"1.19"	"-5.11275"	"2.51e-01"	"Plekho1///Tcf7"	"pleckstrin homology domain containing, family O member 1///transcription factor 7, T cell specific"
"10377117"	"0.68422"	"2.65e-01"	"1.19"	"-5.11282"	"3.91e-01"	"Myh4"	"myosin, heavy polypeptide 4, skeletal muscle"
"10478533"	"0.68422"	"2.65e-01"	"-1.19"	"-5.11284"	"-1.35e-01"	""	""
"10531553"	"0.68422"	"2.65e-01"	"-1.19"	"-5.11289"	"-2.06e-01"	"Naa11"	"N(alpha)-acetyltransferase 11, NatA catalytic subunit"
"10491895"	"0.68422"	"2.65e-01"	"-1.19"	"-5.11296"	"-1.58e-01"	""	""
"10544640"	"0.68422"	"2.65e-01"	"1.19"	"-5.11297"	"2.04e-01"	"Tra2a"	"transformer 2 alpha homolog (Drosophila)"
"10531191"	"0.68422"	"2.65e-01"	"-1.19"	"-5.11302"	"-2.01e-01"	"Adamts3"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 3"
"10338928"	"0.68424"	"2.65e-01"	"-1.19"	"-5.11309"	"-3.34e-01"	""	""
"10338263"	"0.68425"	"2.65e-01"	"1.19"	"-5.11316"	"4.15e-01"	""	""
"10585940"	"0.68425"	"2.65e-01"	"-1.19"	"-5.1132"	"-2.40e-01"	"4933407I18Rik"	"RIKEN cDNA 4933407I18 gene"
"10338965"	"0.68445"	"2.65e-01"	"-1.19"	"-5.11346"	"-3.66e-01"	""	""
"10515894"	"0.68452"	"2.65e-01"	"-1.19"	"-5.11359"	"-1.21e-01"	"Ccdc30"	"coiled-coil domain containing 30"
"10409282"	"0.68458"	"2.65e-01"	"-1.19"	"-5.1137"	"-1.28e-01"	"Ror2"	"receptor tyrosine kinase-like orphan receptor 2"
"10578145"	"0.6846"	"2.65e-01"	"1.19"	"-5.11378"	"1.47e-01"	"Erh"	"enhancer of rudimentary homolog (Drosophila)"
"10492426"	"0.68461"	"2.65e-01"	"-1.19"	"-5.11384"	"-1.90e-01"	"Acsf2"	"acyl-CoA synthetase family member 2"
"10348521"	"0.68474"	"2.65e-01"	"1.19"	"-5.11405"	"1.69e-01"	"Rbm44"	"RNA binding motif protein 44"
"10506500"	"0.68474"	"2.65e-01"	"1.19"	"-5.11408"	"1.40e-01"	"Usp24"	"ubiquitin specific peptidase 24"
"10405948"	"0.68475"	"2.65e-01"	"1.19"	"-5.11423"	"1.39e-01"	"BC048507"	"cDNA sequence BC048507"
"10340138"	"0.68475"	"2.65e-01"	"1.19"	"-5.11424"	"2.51e-01"	""	""
"10606064"	"0.68475"	"2.65e-01"	"1.19"	"-5.11424"	"1.57e-01"	"Rgag4"	"retrotransposon gag domain containing 4"
"10404731"	"0.68482"	"2.65e-01"	"1.19"	"-5.11437"	"1.68e-01"	"Tmem14c"	"transmembrane protein 14C"
"10521461"	"0.68483"	"2.65e-01"	"1.19"	"-5.1145"	"1.47e-01"	"Grpel1"	"GrpE-like 1, mitochondrial"
"10524150"	"0.68483"	"2.65e-01"	"1.19"	"-5.11451"	"1.49e-01"	"Ankle2"	"ankyrin repeat and LEM domain containing 2"
"10457114"	"0.68483"	"2.65e-01"	"1.19"	"-5.11454"	"2.99e-01"	"Bhmt"	"betaine-homocysteine methyltransferase"
"10431371"	"0.68485"	"2.65e-01"	"1.19"	"-5.11465"	"1.41e-01"	"Hdac10"	"histone deacetylase 10"
"10466779"	"0.68485"	"2.65e-01"	"1.19"	"-5.11467"	"1.88e-01"	"Pip5k1b"	"phosphatidylinositol-4-phosphate 5-kinase, type 1 beta"
"10552932"	"0.68485"	"2.65e-01"	"-1.18"	"-5.11476"	"-2.03e-01"	"Kcna7"	"potassium voltage-gated channel, shaker-related subfamily, member 7"
"10568288"	"0.68485"	"2.65e-01"	"-1.18"	"-5.11485"	"-1.62e-01"	"Ctf2"	"cardiotrophin 2"
"10356331"	"0.68485"	"2.65e-01"	"1.18"	"-5.11486"	"1.90e-01"	"Gm24148"	"predicted gene, 24148"
"10487925"	"0.68485"	"2.65e-01"	"1.18"	"-5.11487"	"2.10e-01"	"Rpl18"	"ribosomal protein L18"
"10459723"	"0.68487"	"2.65e-01"	"-1.18"	"-5.11494"	"-1.30e-01"	"Elac1"	"elaC ribonuclease Z 1"
"10452496"	"0.68492"	"2.65e-01"	"1.18"	"-5.11506"	"1.28e-01"	"Ralbp1"	"ralA binding protein 1"
"10517573"	"0.68492"	"2.65e-01"	"-1.18"	"-5.11511"	"-1.70e-01"	"Cela3b"	"chymotrypsin-like elastase family, member 3B"
"10601850"	"0.68492"	"2.65e-01"	"-1.18"	"-5.11521"	"-1.49e-01"	"Bex4///Bex1"	"brain expressed X-linked 4///brain expressed X-linked 1"
"10341971"	"0.68492"	"2.65e-01"	"1.18"	"-5.11525"	"1.94e-01"	""	""
"10475456"	"0.68492"	"2.66e-01"	"-1.18"	"-5.11529"	"-2.31e-01"	"Duox1"	"dual oxidase 1"
"10598207"	"0.68492"	"2.66e-01"	"-1.18"	"-5.1153"	"-3.43e-01"	"AF067061"	"cDNA sequence AF067061"
"10421908"	"0.68497"	"2.66e-01"	"-1.18"	"-5.11553"	"-1.48e-01"	"Rps3a1///Tapbp"	"ribosomal protein S3A1///TAP binding protein"
"10568714"	"0.68497"	"2.66e-01"	"-1.18"	"-5.11555"	"-3.21e-01"	"Mki67"	"antigen identified by monoclonal antibody Ki 67"
"10606376"	"0.68497"	"2.66e-01"	"1.18"	"-5.11558"	"1.81e-01"	"2610002M06Rik"	"RIKEN cDNA 2610002M06 gene"
"10408723"	"0.68497"	"2.66e-01"	"-1.18"	"-5.11569"	"-1.37e-01"	"Cage1"	"cancer antigen 1"
"10577922"	"0.68497"	"2.66e-01"	"1.18"	"-5.11571"	"1.30e-01"	"Hook3"	"hook microtubule tethering protein 3"
"10572253"	"0.68497"	"2.66e-01"	"-1.18"	"-5.11576"	"-1.48e-01"	"Sugp1"	"SURP and G patch domain containing 1"
"10497253"	"0.68497"	"2.66e-01"	"-1.18"	"-5.11581"	"-1.99e-01"	"Pmp2"	"peripheral myelin protein 2"
"10341910"	"0.68497"	"2.66e-01"	"-1.18"	"-5.11588"	"-4.73e-01"	""	""
"10338228"	"0.68497"	"2.66e-01"	"1.18"	"-5.11589"	"2.28e-01"	""	""
"10341985"	"0.68497"	"2.66e-01"	"-1.18"	"-5.11591"	"-2.16e-01"	""	""
"10402988"	"0.68497"	"2.66e-01"	"-1.18"	"-5.11595"	"-1.94e-01"	""	""
"10523145"	"0.68497"	"2.66e-01"	"1.18"	"-5.11598"	"1.30"	"Cxcl15"	"chemokine (C-X-C motif) ligand 15"
"10338044"	"0.68512"	"2.66e-01"	"-1.18"	"-5.11618"	"-1.64e-01"	""	""
"10418950"	"0.68535"	"2.66e-01"	"1.18"	"-5.11648"	"1.98e-01"	"Ldb3"	"LIM domain binding 3"
"10340842"	"0.68544"	"2.66e-01"	"1.18"	"-5.11663"	"1.64e-01"	""	""
"10583788"	"0.68557"	"2.66e-01"	"1.18"	"-5.11681"	"2.46e-01"	"Prkcsh"	"protein kinase C substrate 80K-H"
"10429754"	"0.68566"	"2.66e-01"	"1.18"	"-5.11701"	"2.12e-01"	"Nrbp2"	"nuclear receptor binding protein 2"
"10480324"	"0.68566"	"2.66e-01"	"-1.18"	"-5.11701"	"-1.40e-01"	"Skida1"	"SKI/DACH domain containing 1"
"10358459"	"0.68567"	"2.66e-01"	"1.18"	"-5.11708"	"1.91e-01"	"BC003331"	"cDNA sequence BC003331"
"10533229"	"0.68567"	"2.66e-01"	"-1.18"	"-5.11716"	"-2.53e-01"	"Oas1e"	"2'-5' oligoadenylate synthetase 1E"
"10340216"	"0.68567"	"2.66e-01"	"-1.18"	"-5.11725"	"-3.83e-01"	""	""
"10556117"	"0.68567"	"2.66e-01"	"-1.18"	"-5.11727"	"-1.55e-01"	"Olfr473"	"olfactory receptor 473"
"10569308"	"0.68567"	"2.66e-01"	"-1.18"	"-5.11728"	"-3.67e-01"	"Krtap5-1"	"keratin associated protein 5-1"
"10500780"	"0.68571"	"2.66e-01"	"-1.18"	"-5.11738"	"-1.57e-01"	"Nr1h5"	"nuclear receptor subfamily 1, group H, member 5"
"10574545"	"0.68571"	"2.66e-01"	"-1.18"	"-5.11743"	"-1.46e-01"	"Ces2e"	"carboxylesterase 2E"
"10545804"	"0.68571"	"2.66e-01"	"-1.18"	"-5.11755"	"-1.43e-01"	"Gm5878"	"predicted gene 5878"
"10343028"	"0.68571"	"2.66e-01"	"1.18"	"-5.11765"	"2.62e-01"	""	""
"10338073"	"0.68571"	"2.66e-01"	"-1.18"	"-5.11779"	"-3.74e-01"	""	""
"10516419"	"0.68571"	"2.66e-01"	"-1.18"	"-5.11784"	"-1.81e-01"	"Tfap2e"	"transcription factor AP-2, epsilon"
"10577315"	"0.68571"	"2.66e-01"	"-1.18"	"-5.11784"	"-2.02e-01"	"Angpt2"	"angiopoietin 2"
"10426240"	"0.68571"	"2.66e-01"	"-1.18"	"-5.11789"	"-1.85e-01"	"Klhdc7b"	"kelch domain containing 7B"
"10486284"	"0.68571"	"2.66e-01"	"1.18"	"-5.11794"	"1.70e-01"	"Ndufaf1"	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 1"
"10427890"	"0.68571"	"2.67e-01"	"-1.18"	"-5.11797"	"-1.36e-01"	"9230109A22Rik"	"RIKEN cDNA 9230109A22 gene"
"10402136"	"0.68571"	"2.67e-01"	"1.18"	"-5.118"	"1.39e-01"	"Gpr68"	"G protein-coupled receptor 68"
"10514510"	"0.68571"	"2.67e-01"	"1.18"	"-5.118"	"2.41e-01"	"Cyp2j6"	"cytochrome P450, family 2, subfamily j, polypeptide 6"
"10383360"	"0.68571"	"2.67e-01"	"1.18"	"-5.11804"	"1.50e-01"	"Ccdc137"	"coiled-coil domain containing 137"
